date;time;location;operator;flight_tag;aircraft_type;aircraft_reg;cn_ln;accident_type;fatalities;total_crew;dead_names
10/02/1926;15:27;Leigh, Kent, Unied Kingdom;Air Union;None;Bleriot 155;F- AICQ;1;Other;7;7;[Lyzette Broderick,Ronte Derrik,Alister Dunn,Lucerito Ethe,Aaryn Xerxes,Clint Rowland,Nida Marcellus]
10/08/1926;20:03;Bueren, Germany;Deutsche Lufthansa;None;Fokker FG III;D-468;1554;Other;4;4;[Jami Yehudit,Georgetta Brennen,Teonia Bil,Tyrina Fee]
10/21/1926;13:15;English Channel;Imperial Airways;None;Handley Page W-10;G-EBMS;W10/3;Unknown;0;12;[]
11/11/1926;08:00;Cape Bojador, Morocco;Grands Express Aeriens;None;Breguet 14;F-AFAX;198;Unknown;3;3;[Lin Lefty,Zac Avram,Nonie Bronnie]
12/16/1926;12:40;Medford, Oregon;Pacific Air Transport;None;Ryan M-1;2;None;Weather;1;1;[Shundreka Dalton]
01/12/1927;03:48;Estaires, France;Fokker;None;Fokker F-VII;G-EBPL;4938;Other;0;0;[]
03/20/1927;12:44;Rabat, Morocco;Grands Express Aeriens;None;Breguet 14;F-ALRA;None;Other;1;1;[Cristinia Elmer]
03/24/1927;08:26;Tambo, Qld, Australia;Qantas;None;De Havilland DH-9C;G-AUED;86;Unknown;3;3;[Anielle Dominik,Laurette Raffaello,Woodley Reginauld]
04/15/1927;22:39;King Hill, Idaho;Varney Air Lines;None;Swallow Swallow;None;A28;Other;1;1;[Nakiea Doy]
04/22/1927;01:16;Floh, Germany;Deutsche Lufthansa;None;Fokker FG III;D-729;1567;Other;2;2;[Socorro Denny,Berlinda Mitch]
04/22/1927;17:18;Goshen, Indiana;US Aerial Mail Service;None;Douglas M-4;626;None;Other;1;1;[Jasie Allie]
05/02/1927;18:56;Algiers, Algeria;Air Union;None;SPCA Meteore 63;F-AIFN;None;Unknown;1;3;[Byanca Eddie]
07/27/1927;09:42;Amoneburg, Germany;Deutsche Lufthansa;None;Junkers F-13;D-206;591;Shot down;5;5;[Dru Stuart,Amisha Kaleb,Thyda Nestor,Purcell Yank,Adlai Toddie]
08/22/1927;08:30;Sevenoaks, England;KLM Royal Dutch Airlines;None;Fokker F-VIII;H-NADU H-NADU;4993;Unknown;1;11;[Neftaly Kristoforo]
09/03/1927;09:11;Willington, Connecticut;Colonial Air Transport;None;Fokker Universal;NC52  	 NC52;405;Unknown;1;1;[Dann Granny]
09/17/1927;04:48;Hadley, New Jersey;Reynolds Airways;None;Fokker F-VII;NC776;4840;Unknown;7;12;[Romell Del,Michaelpaul Tait,Karson Quinn,Jorja Hilly,Marykathryn Gerrie,Kadeidra Archer,Lamonte Hirsch]
09/17/1927;04:05;Atlantic Ocean;Private;None;Fokker F7;NX703;4899/0501;Unknown;3;3;[Barett Gearard,Ferdinand Rochester,Marquan Dalton]
09/23/1927;10:00;Schleiz, Germany;Deutsche Lufthansa;None;Dornier Merkur;D-585;75;Unknown;6;6;[Amena Kenny,Shontae Orion,Yisrael Gideon,Nigeria Lucias,Arian Alaric,Lyza Padget]
10/06/1927;21:05;Thies, Mauritania;Lignes Aeriennes Latecoere;None;Breguet 14;F-AGBN;229;Unknown;2;2;[Illiana Martyn,Jasmyne Chic]
10/30/1927;04:11;New Brunswick, New Jersey;Colonial Air Transport;None;Fairchild FC-2;None;20;Unknown;4;4;[Lashaunta Pascale,Oliver Andreas,Marcquis Duane,Daphnie Jonah]
11/08/1927;04:35;Strasburg, France;CIDNA;None;Farman F-121 Jabiru;F-AIBR;1;Unknown;1;1;[Leib Robers]
11/16/1927;01:14;Over the Gulf of Finland;Aero O-Y;None;Junkers F-13;K-SALD;798;Unknown;6;6;[Walton Sancho,Shatia Garry,Aurea Tabor,Sun Kylie,Conrado Alister,Mark Garvey]
11/29/1927;05:17;Corunna, Indiana;National Air Transport;None;Douglas M-4;NC62  	 NC1062;PO641;Other;1;1;[Christiane Alisander]
12/28/1927;16:24;Almeria, Spain;Aeropostale;None;Breguet 14;F-AFGS;227;Unknown;1;1;[Joshu Garey]
12/31/1927;00:43;Near Marseille,France;Latecoere Airlines;None;Latecoere 23 (flying boat);F-AIHP;23-1;Unknown;5;5;[Jhamal Benton,Marlaina Marven,Jametta Farley,Jamise Ford,Gennifer Fletch]
01/08/1928;14:43;Near Canajoharie, New York;Colonial Western Airlines;None;Fairchild FC-2;NC3780;39;Other;3;3;[Shatarra Cordy,Bronwyn Tully,Akbar Dannie]
01/16/1928;22:19;Solis, Uruguay;Aeropostale;F-AIKG;Latecoere 25;F-AIKG;633;Hijacked;2;2;[Dezra Etienne,Shakeia Robinet]
01/22/1928;22:54;L'Hospitalet, Ariège;Aeropostale;None;Breguet 14;  F-AHEQ;None;Other;1;1;[Rayan Freddy]
01/22/1928;04:35;Tarragona, Spain;Aeropostale;None;Breguet 14;F-AHEQ;240;Unknown;2;2;[Hussein Rutger,Beulah Gare]
01/27/1928;19:59;Almeria, Spain;Aeropostale;None;Breguet 14;F-AFHN;162;Unknown;1;1;[Freddrick Kean]
02/26/1928;13:54;Marquette, Nebraska;Boeing Air Transport;None;Boeing 40;NC280;891;Unknown;1;2;[Christella Lindon]
03/11/1928;08:39;Off Cape Griz Nez, France;Air Union;None;Farman F-60 Goliath;F-AEFC;62/6943;Other;2;2;[Monalisa Philip,Geena Haily]
04/17/1928;19:19;Federal, Wyoming;Boeing Air Transport;None;Boeing 40;NC282 NC282;893;Unknown;1;2;[Raman Hube]
04/19/1928;03:44;Minuesa, Spain;Iberia Airlines;None;Rohrbach Roland;M-CCCC;36;Unknown;9;9;[Chari Cole,Shavonn Steven,Sanjuana Lester,Cicero Cary,Kourtney Moises,Emmaline Baldwin,Karen Alfred,Landra Gene,Stepheny Park]
05/07/1928;02:28;Brazil Florianopolis, Brazil;Aeropostale;None;Latecoere 26;F-AIMQ;671;Malfunction;1;5;[Niel Nolly]
05/12/1928;14:41;Dearborn, Minnesota;Ford Air Freight Inc.;None;Ford 4;NC1492;4-AT-001;Unknown;2;2;[Johnda Gayler,Sherna Jacky]
05/26/1928;15:13;Radevormwald, Germany;Deutsche Lufthansa;None;Junkers F-13;D-583;742;Other;3;5;[Mily Tyrus,Dunia Osbourn,Sheterica Sergei]
06/14/1928;16:32;Frankfurt, Germany;Deutsche Lufthansa;None;AEGK;D-74;439;Unknown;5;5;[Ramsey Zeke,Atlee Esme,Rylee Gilberto,Denise Mickey,Choua Nicol]
06/22/1928;20:36;Lebo, Kansas;National Air Transport;None;Douglas M-4;NC1059;628;Other;1;1;[Nisreen Ronald]
07/10/1928;06:30;Over the Gulf of Finland;Aero O-Y;None;Junkers F-13;K-SALB;760;Other;6;6;[Theophilus Gilbert,Malin Casey,Emilee Maxie,Kaitland Von,Stpehen Omero,Otoniel Johann]
07/13/1928;01:56;Purley, England;Imperial Airways;None;Vickers 74 Vulcan;G-EBLB;9;Unknown;4;6;[Sven Donall,Mali Fairlie,Jaman Cammy,Shontay Jacky]
07/24/1928;14:48;Waalhaven, Netherlands;KLM Royal Dutch Airlines;None;Fokker (KLM) F.III;H-NABR;1533 (KLM-1);Shot down;1;6;[Harland Warren]
08/25/1928;11:00;Near Port Townsend, BC, Canada;British Columbia Airways;None;Ford 4-AT-B Tri Motor;G-CATX;4-AT-26;Unknown;7;7;[Edrian Lon,Calab Wyatan,Chivonne Aguie,Branndon Benjie,Tennile Derrek,Vipul Conrado,Srah Dore]
09/02/1928;09:05;Toul, France;CIDNA;None;Bleriot Spad 33;F-AIEP;5/4207;Other;5;5;[Chessie Kenn,Luisanna Nevin,Falyn Gaven,Dniel Tully,Helene Goober]
09/04/1928;21:23;Adelaide Hills, Australia;Qantas;None;De Havilland DH.50J;G-AUHI;5;Unknown;1;2;[Alina Shane]
09/04/1928;11:30;Pocatello, Idaho;National Parks Airways;None;Fokker Super Universal;NC7242;809;Unknown;7;7;[Tabbatha Frederigo,Makaela Ricky,Kandise Davie,Terese Mic,Kimarie Frazer,Emerson Jim,Lise Joseph]
09/06/1928;19:35;Heroldbach, Germany;Deutsche Lufthansa;None;Fokker FG III;D-180;1531;Unknown;3;3;[Diana Percival,Ayodele Herve,Thayer Robers]
10/04/1928;15:07;Gerona, Spain;Aeropostale;None;Breguet 14;F-AEEJ F-AEEJ;159;Shot down;3;3;[Sully Horace,Dionne Kenneth,Megha Joachim]
10/18/1928;15:55;Polk, Pennsylvania;National Air Transport;None;Douglas M-4;NC1064;658;Unknown;1;1;[Gerilyn Damien]
10/31/1928;14:19;Valence, France;Air Union;None;Bleriot Spad 56;F-AIMN;4381.9;Other;1;2;[Kaneesha Alvan]
11/15/1928;14:29;Off Gibraltar;Aeropostale;None;Latecoere 32;F-AISN;80;Other;1;3;[Sharna Ike]
11/24/1928;10:05;Edgerton, Ohio;Universal Airlines;None;Hamilton H-47;NC7521;46;Unknown;3;3;[Jabir Gaylor,Marjorie Thebault,Clement Dugald]
11/25/1928;07:36;Edgerton, Ohio;Continental Air Lines;None;Travel Air 4000;NC5436;525;Weather;1;1;[Chemeka Cleve]
11/25/1928;09:13;Bristolville, Ohio;National Air Transport;None;Douglas M-4;NC792;650;Unknown;1;1;[Jacoba Murdoch]
12/01/1928;10:00;Spur, Texas;Sunbeam Air Transport Co.;None;Ford 4-AT-B Tri Motor;NC7862;4-AT-47;Unknown;5;5;[Guerline Willem,Aleena Ed,Arnesha Josh,Calle Blayne,Zakiyah Fidelio]
12/03/1928;08:00;Near Rio de Janeiro,Brazil;Syndicato Condor;None;Dornier Wal;P-BACA;83;Other;14;14;[Valentina Corey,Tairra Nicholas,Regine Elmo,Deidra Ikey,Courtnee Rudolfo,Porschea Lucho,Harvey Sanford,Jillene Eddy,Nakyia Huntington,Madelaine Duncan,Tyre Dun,Glenna Karel,Cambri Hilarius,Ahron Frasier]
12/10/1928;10:45;Spokan, Washington;Spokane Airways;None;Ford Tri-motor 4;NC7687;4-AT-045;Unknown;5;5;[Damian Luigi,Glen Burtie,Shanena Garreth,Rolandas Garry,Nichlos Jackie]
12/11/1928;13:49;Letzlingen, Germany;Deutsche Lufthansa;None;Junkers G-31;D-1473;3005;Unknown;3;4;[Thane Edvard,Karole Alexandro,Carrell Clerc]
12/20/1928;01:09;Huron, Ohio;National Air Transport;None;Douglas M-4;NC790;653;Unknown;1;1;[Page Gustavo]
12/23/1928;07:09;Chattanooga, Tennessee;Interstate Airlines;None;Fairchild FC-2;None;None;Shot down;4;4;[Astra Walton,Melissa Inglis,Trampus Rowney,Milagros Mikey]
12/31/1928;22:45;Reims, France;CIDNA;None;Blériot Spad 66;F-AEHX;3359-40;Unknown;2;3;[Roshelle Winifield,Saleh Lutero]
01/05/1929;05:24;Stafford Springs, Connecticut;Colonial Air Transport;None;Fairchild FC-2;NC5650;111;Unknown;1;1;[Gaylon Graig]
01/18/1929;12:54;Cove, Oregon;Varney Air Lines;None;Stearman C-38;NC1682;102;Unknown;1;1;[Cherlyn Garik]
01/25/1929;01:58;Near Corfu, Greece;Aeroespresso;None;CMASA Wal;I-AZDA;53;Unknown;2;9;[Jaree Clim,Lian Ozzy]
01/31/1929;02:16;Off Morocco;Aeropostale;None;Latecoere 26;F-AIMU F-AIMU;674;Unknown;2;2;[Dywane Rick,Solana Kennie]
01/31/1929;22:08;Morgantown, West Virginia;Skyline Transportation Company;None;Travel Air 4000;NC6480;800;Unknown;1;1;[Annalicia Michale]
03/17/1929;17:00;Newark, New Jersey;Colonial Western Airlines;None;Ford 5-AT-B Tri Motor;NC7683;4-AT-41;Unknown;14;15;[Taras Dene,Antonie Alleyn,Sharilyn Rich,Nickcole Allayne,Shonte Clayson,Elita Merwin,Aracelia Yorker,Shacarra Gaylord,Davina Rollin,Meridith Rafferty,Viridiana Gibbie,Shalona Ellswerth,Vandell Alf,Lakitha Yorke]
03/30/1929;09:18;Near Beaumont, California;New Standard Airlines;None;Fokker F-VIIA;NC7888;617;Unknown;4;4;[Ranae Laughton,Renny Herman,Lolita Patrizio,Tyrie Hugues]
04/21/1929;11:45;San Diego, California;Maddux Airlines / Military - U.S.Army Air Force;None;Ford 5-AT-B Tri-Motor / B-PW-9D;NC9636 / 28-037;4-AT-010;Unknown;6;6;[Robecca Darryl,Vennessa Francis,Dove Mauricio,Lavel Silvan,Brandenn Wittie,Sho Ludovico]
05/09/1929;12:35;Tampico, Mexico;Mexicana;None;Ford Tri-motor 4;M-SCAL;None;Unknown;5;5;[Jermain Burtie,Riane Giordano,Dunia Dunc,Jossie Currey,Tarek Jose]
05/18/1929;18:02;Tököl,  Pest Hungary;MALERT;None;Fokker F-III;H-MABC;1604;Other;2;2;[Mickala Maison,Vivien Mata]
05/22/1929;11:00;Algiers;Aeropostale;None;Cams 53;F-AISX;7;Unknown;4;6;[Ramel Lazar,Ciaira Richy,Berkley Paco,Rosey Allister]
06/13/1929;08:00;Santiago de Cuba, Cuba;Pan American Airways;None;Fokker F-X;NC9700;1010;Other;2;5;[Anders Humphrey,Eliu Anson]
06/14/1929;01:40;Barcelona, Spain;Aeropostale;None;Breguet 14;F-AFEJ;217;Unknown;1;2;[Anjuli Keenan]
06/17/1929;11:30;Off Dungeness, England;Imperial Airways;None;Handley Page W-10;G-EBMT;W10/4;Other;7;13;[Keion Slade,Taunya Nevins,Lensey Douglas,Avital Rube,Shakiya Oliviero,Maryia Dew,Chenise Bay]
06/24/1929;18:38;St. Paul, Minnesota;Northwest Orient Airlines;None;Ford 5-AT-B Tri-Motor;NC7416;5-AT-002;Unknown;1;8;[Jonathandavid Carling]
06/29/1929;21:00;Near Lindau, Bavaria, Germany;Bodensee Aerolloyd;None;Domier Delphin III (flying boat);D-1620;151;Unknown;5;5;[Jaala Monty,Camala Dillon,Ladawna Grant,Adlai Artus,Rasan Far]
06/29/1929;10:27;Columbus, Ohio;Continental Air Lines;None;Travel Air 4000;NC5435;524;Hijacked;1;1;[Marcas Aksel]
08/11/1929;23:30;Clovis, New Mexico;Middle States Airlines;None;Lockheed 5 Vega;NC870E;None;Other;4;4;[Shaena Andrus,Alexsandra Rudie,Freeman Abraham,Kandee Wade]
08/24/1929;06:36;Sochi, Russia;Ukvozduchput;None;Kalinin K-4;CCCP-217;108;Other;1;1;[Chirstina Ber]
08/24/1929;15:14;Elm, Germany;Deutsche Lufthansa;None;Fokker FG II;D-757;1571;Unknown;4;5;[Melchor Wyndham,Casie Roderigo,Tianna Arv,Lional Aldo]
09/02/1929;04:18;Needles, California;Associated Aviators;None;Lockheed Vega;NR859E;67;Other;1;2;[Magin Roi]
09/03/1929;11:01;Mt. Taylor, near Grants, New Mexico;Trans Continental Air Transport;None;Ford 5-AT-B Tri Motor;NC9649;5-AT-002;Unknown;8;8;[Barrington Billy,Chikita Berne,Lenton Percy,Tashauna Tann,Christle Timofei,Crissy Abey,Keyan Randell,Israel Rolland]
09/06/1929;02:15;Jask, Iran;Imperial Airways;None;De Havilland DH-66 Hercules;G-EBMZ;239;Unknown;3;5;[Letina Artur,Patria Nappie,Nakiya Marcello]
09/14/1929;03:19;North Atlantic Ocean;Aeropostale;None;Latecoere 25;F-AIUJ;704;Other;6;6;[Jonee Woody,Lashann Giacomo,Tressa Denys,Ashlyne Kipper,Marichelle Xymenes,Talmage Zechariah]
09/14/1929;18:00;Saint Catharines, Ontario;Skyways;None;Travel Air 6000;CF-ABE;1024;Unknown;6;6;[Teonia Morgen,Marguita Chet,Arleen Farly,Garen Salomon,Rojelio Milo,Delmar Darrick]
09/17/1929;10:08;Mt Lamentation, Connecticut;Colonial Air Transport;None;Pitcairn PA-6 Mailwing;None;None;Other;1;1;[Treanna Darn]
09/17/1929;15:33;Off Larache, Morocco;Aeropostale;None;Latecoere 25-3-R;F-AIUJ;704;Other;5;5;[Nichols Antonio,Georgianna Normand,Asiah Francklin,Brigham Ximenes,Kristen Dan]
09/17/1929;16:47;Jacumba, California;Pickwick Airways;None;Fairchild 71;None;None;Unknown;1;2;[Darnell Yancy]
10/26/1929;18:00;Off Spezia, Italy;Imperial Airways;None;Short Calcutta (flying boat);G-AADN;S748;Other;7;7;[Salome Corey,Antar Dov,Shila Nataniel,Davi Aube,Basim Marcos,Shaheerah Austin,Teasha Englebert]
10/29/1929;19:52;Mount Vernon, Ohio;Continental Air Lines;None;Stearman C-38;None;None;Weather;1;1;[Vaness Burtie]
10/31/1929;04:53;Off Bremerton, Washington;Bremerton-Seattle Air Taxi / Gorst Air Lines;None;Loening C-2C;NC9158;232;Other;2;2;[Deamber Anson,Precilla Cedric]
11/04/1929;07:00;Cerro del Carbon, Mexico;Corp. Aeronautica de Transportes;None;Lockheed Vega 5;NC46M;97;Other;4;4;[Marcellus Elisha,Suly Wendell,Teryn Nobie,Odyssey Van]
11/06/1929;10:10;Near Godstone, Surrey, England;Deutsche Lufthansa;None;Junkers G-24;D-903;911;Other;7;8;[Tinesha Winifield,Maire Ilario,Irasema Wilburt,Remi Sigismund,Savahanna Roddy,Alannah Benson,Hamid Sanderson]
11/16/1929;09:35;Off Corsica, France;Air Union;None;Liore et Olivier 190;F-AIGB;1;Other;3;3;[Glenisha Berke,Song Alphonse,Kallen Cole]
11/20/1929;19:09;Terranova Pausania, East Sardinia;S.A.M. Societa Aerea Mediterranea;None;Savoia Marchetti S55;I-TACO;10519;Hijacked;1;12;[Ahren Justinian]
11/30/1929;08:25;Vancouver, Washington;Varney Air Lines;None;Stearman M-2 Speedmail;NC8199;1006;Unknown;1;1;[Carroll Agustin]
12/02/1929;17:02;Chagrin Falls, Ohio;National Air Transport;None;Douglas M-3;NC789;622;Unknown;1;1;[Ontario Justen]
12/19/1929;03:58;Near Berlin, Germany;Deutsche Lufthansa;None;Arado V1;D-1594;47;Unknown;2;3;[Olufemi Myrvyn,Shirleen Zebedee]
12/30/1929;17:00;Amarillo, Texas;Trans Continental Air Transport;None;Travel Air B6000;None;None;Unknown;5;5;[Apphia Huntington,Carita Whitby,Jajaira Loren,Loraine Bartholomeo,Kyleen Harrison]
01/10/1930;08:02;Brawnson, Nebraska;Boeing Air Transport;None;Boeing 95;NC184E;None;Unknown;1;1;[Charlee Hy]
01/13/1930;21:46;Antananarivo, Madagascar;Air Orient;None;Farman 190;F-AJJK;1;Other;3;3;[Michail Bondon,Jeanell King,Jr Moe]
01/19/1930;18:23;Oceanside, California;Maddux Airlines;7;Ford 5-AT-C Tri Motor;NC9689;5-AT-046;Unknown;16;16;[Fidel Nathanial,Allisa Merle,Ellena Agosto,Fancy Linoel,Arlena Earle,Stacy Elmore,Takecia Huey,Mikeala Ferguson,Dontez Demott,Nolen Riobard,Butch Giuseppe,Marizol Prinz,Barkley Darrel,Saleena Charlton,Phat Allie,Zeinab Prince]
01/25/1930;14:02;Off Ceuta, Spain;Aeropostale;None;Latecoere 25;F-AJCL;691;Unknown;2;2;[Teresa Herbie,Myla Ulric]
01/27/1930;17:30;Kansas City, Missouri;Central  Airlines (Universal Aviation Corporation);None;Travel Air A6000A;None;963;Unknown;5;5;[Christa Neale,Adem Wilmer,Genee Aube,Zachery Nickie,Latori Desmund]
02/03/1930;04:45;Hartford, Connecticut;Colonial Air Transport;None;Pitcairn PA-6 Mailwing;NC801H;41;Unknown;1;1;[Billy Eustace]
02/10/1930;21:05;Marden, England;Air Union;None;Farman F-63;F-FHMY;21/6844;Unknown;2;6;[Jerrid Riccardo,Karenann Gareth]
04/18/1930;17:00;Jersey City, New Jersey;Canadian Colonial Airways;None;Fairchild 71;NC9148;634;Unknown;4;4;[Arcadio Haroun,Betti Rutledge,Crista Carl,Crystalyn Jase]
05/10/1930;03:14;Buenos Aires, Argentina;Aeropostale;None;Latecoere 28;F-AJPD;918;Unknown;3;4;[Ramon Arvie,Chalice Pearce,Benzion Lesley]
06/05/1930;02:04;Boston, Massachusetts;Colonial Air Transport;None;Ford Tri-Motor 5;NC9675;5-AT-033;Unknown;1;15;[Dayon Tedman]
07/07/1930;13:42;Bornholm, Denmark;Deutsche Lufthansa;None;Dornier Wal;D-864;44;Unknown;5;8;[Winter Jerry,Beatrize Giuseppe,Gary Zebulen,Alin Alonso,Sayra Huntley]
07/10/1930;08:03;Arkansas Pass, Texas;Cross Airways;None;Lockheed Vega 5;NC-394H;87;Other;5;5;[Thatcher Ody,Jc Falito,Yadira Syd,Femi Buck,Taisa Cordy]
07/21/1930;15:00;Near Meopham, Kent, England;Walcot Air Line;None;Junkers F-13ge;G-AAZK;None;Other;6;6;[Camron Darrin,Gem Quintus,Amparo Maxim,Safiyah Rudolph,Latina Ollie,Kathi Manuel]
08/22/1930;15:45;Iglau, Czechoslovakia;Ceskoslovenske Aerolinie;None;Ford 5-AT-C Tri Motor;OK-FOR;5-AT-050;Unknown;10;11;[Jalissa Cleavland,Marjon Tedmund,Derrious Shane,Darius Christophorus,Fernanda Calhoun,Teana Leroy,Frisco Emerson,Maxmillian Oswald,Tija Hamnet,Taylore Kenyon]
09/11/1930;02:25;Croydon, England;Sabena;None;Sabca F-VII;OO-AIN;None;Hijacked;2;2;[Francelia Ingram,Rayleen Merv]
09/25/1930;18:14;Edmonton, Alberta, Canada;Western Canada Airways;None;Boeing 40;CF-AIN;1165;Unknown;3;3;[Hannan Meier,Jabriel Oran,Alphonzo Bendick]
10/05/1930;02:05;Near Beauvais, France;Military - British Air Ministry;None;Royal Airship Works R-101;G-FAAW;R-101;Unknown;48;54;[Oceana Darby,Quan Iver,Jermarcus Cecilius,Shuntavia Red,Trenice Beauregard,Denicia Fabien,Jasleen Arnold,Dequana Benoit,Anthea Forester,Carter Cesare,Ulanda Vic,Carolynn Linc,Vennessa Tobe,Bryanne Griffin,Flicia Romain,Rondall Knox,Yonathan Arte,Sherrel Abbot,Teryl Crawford,Tavon Leroi,Jessicalynn Maury,Vinita Rab,Mccoy Wood,Elma Waite,Joram Haily,Dwan Franklin,Cort Brod,Cathlin Hobie,Terril Hamlin,Lateia Tades,Myishia Bartholomew,Courtland Hobard,Sahira Laurens,Durel Bord,Katisha Hugh,Jansen Garth,Staley Dane,Samanta Giusto,Donita Norton,Jackeline Shurwood,Shimika Syman,Marquasha Gualterio,Vernita Jefferey,Karis Teodorico,Joas Averill,Chardae Raynard,Nakiesha Gregorio,Sharity Goober]
10/06/1930;09:45;Dresden, Germany;Deutsche Lufthansa;None;Messerschmitt M-20B;D-1930;443;Other;8;8;[Abner Morrie,Rene Heinrick,Sawyer Morry,Dyrell Niles,Nyles Maurits,Carin Chucho,Rashaan Herc,Apryll Andros]
10/12/1930;14:07;La Rache, Morocco;Aeropostale;None;Latecoere 28;F-AJUU;None;Other;4;4;[Rayn Rollins,Joby Homer,Grahm Onofredo,Kenosha Cori]
10/13/1930;00:33;Perth, Australia;Wings Ltd;None;De Havilland DH.80 Puss Moth;VH-UPC;2021;Unknown;3;3;[Shannette Esdras,Zarinah Yulma,Lue Diarmid]
10/28/1930;03:04;Prince Rupert, BC, Canada;Alaska-Washington Airways;None;Lockheed Vega;NC103W;120;Unknown;3;3;[Allah Ossie,Nycole Blane,Valena Worth]
10/30/1930;19:44;Near Neufchatel, France;Imperial Airways;None;Handley Page W-8;G-EBIX;W8-7;Shot down;3;6;[Jamecia Hoyt,Azia Julius,Jaselyn Wilden]
10/30/1930;12:18;Brookston, Indiana;Embry Riddle Company;None;Pitcairn PA-6 Mailwing;None;None;Other;1;1;[Bretney Bradan]
11/07/1930;12:42;Off of Santos, Brazil;Syndicato Condor;None;Junkers G-24;P-BAHA;921;Unknown;1;9;[Laniece Reynold]
11/18/1930;20:00;Techachapi Mountains, California;Pacific Air Transport;None;Boeing 40;NC5340;None;Hijacked;3;3;[Velencia Reilly,Faigy Roland,Joyelle Peirce]
12/09/1930;20:25;Shanghai, China;China National Aviation Corporation;None;Loening C-W Air Yaht;None;None;Unknown;4;6;[Annelise Gawen,Deann Bartholemy,Montrez Randy,Ashanti Tades]
01/08/1931;22:40;Melle, Belgium;Sabena;None;Fokker F-VII;OO-AIL;1930;Unknown;2;2;[Mose Nickie,Rashell Marcus]
01/22/1931;02:44; Bluff Mountain, Washington;Varney Air Lines;None;Boeing 40;NC741K;1422;Other;1;1;[Oziel Sol]
02/08/1931;08:03;Wairoa, New Zealand;Dominion Air Lines;None;Desoutter II;ZK-ACA;D-36;Unknown;3;3;[Marquia Giraldo,Korine Martino,Hasan Lawry]
02/20/1931;11:34;Bagot, Manitoba, Canada;Western Canada Airways;None;Fokker Universal F-14;None;None;Other;2;3;[Alishia Herve,Ademola Siegfried]
02/24/1931;02:21;Off Spain;Aeropostale;None;Latecoere 32;F-AITX;84;Unknown;1;3;[Chastidy Gabriele]
03/21/1931;13:00;New South Wales, Australia;Australian National Airways;None;Avro 10;VH-UMF;241;Unknown;8;8;[Kimberley Gerrie,Hadiyah Pepito,Kee Burr,Cutter Connie,Nadim Giulio,Lakresha Correy,Shekela Jere,Crickett Launce]
03/31/1931;10:45;Bazaar, Kansas;Trans Continental and Western Air;599;Fokker F10A Trimotor;NC-999;1063;Unknown;8;8;[Altagracia Towny,Orland Eadmund,Kellyanne Mickie,Joao Enos,Destry Ferrel,Glenn Gardy,Brihany Boycie,Dala Selig]
04/14/1931;04:15;Near Letschen, Germany;Deutsche Lufthansa;None;Messerschmitt M-20;D-1928;442;Unknown;2;10;[Milly Ravi,Chessica Tomas]
05/05/1931;23:30;Burbank, California;Pacific Air Transport;None;Boeing 40;NC5390;1044;Unknown;2;2;[Camela Kaine,Mariette Bastien]
05/22/1931;03:33;Wampit, Australia;Guinea Airways;None;Junkers W-34;VH-UNR;2611;Unknown;1;1;[Ilia Ricoriki]
05/24/1931;22:30;Bellefonte, Pennsylvania;National Air Transport;None;Boeing 95;NC397E;1057;Unknown;1;1;[Jamielynn Phineas]
06/07/1931;09:00;Near Sandoway, Burma;Air Orient;None;Fokker F-VIIB;PH-AEO;5096;Shot down;4;4;[Barry Pavlov,Farzad Jo,Cephas Randall,Derwin Xerxes]
06/11/1931;16:01;Walbridge, Ohio;Rubner Flying Service;None;Lockheed Vega 2;NC857E;64;Unknown;2;3;[Lalita Marlo,Kennetta Chickie]
06/13/1931;11:38;Saarbrucken, Germany;Deutsche Lufthansa;None;Dornier Merkur;D-1455;177;Unknown;4;4;[Tarence Ches,Dianne Thedrick,Edison Carson,Kaylan Ansel]
07/12/1931;21:22;Chicago, Illinois;Braniff Airlines;None;Lockheed Vega;NC8497;154;Unknown;2;2;[Omolola Thedrick,Edouard Mohandis]
07/14/1931;18:30;Temora, Australia;Australian Aerial Services;None;Lasco Lascowl;VH-UGF;3;Unknown;2;2;[Thia Erasmus,Sommer Salim]
07/21/1931;23:56;Centralia, Illinois;American Airways;None;Pitcairn PA-6 Mailwing;None;None;Unknown;1;1;[Jenniefer Ennis]
07/24/1931;22:45;Kurudjevo, Bulgaria;CIDNA;None;Fokker F-VII;F-ALGT;18;Unknown;7;7;[Cassidy Benedetto,Donnel Yank,Roya Rurik,Cyndy Ive,Sederick Vlad,Antwine Welby,Quince Cyril]
